district_id,apartments,living_area,living_area_per_apartment,persons_per_apartment,living_area_per_person
01,8.78290699999999,75.8027933999999,86.3071798437579,1.80834500467784,47.7271646840056
02,5.507763,46.8623538000001,85.0841871736311,1.65782187795662,51.3228763023101
03,22.097898,253.5269265,114.728978520943,2.52573511743063,45.4239946735407
04,25.3481520000001,254.917981800001,100.566692909211,1.91209169804568,52.5951203135282
05,22.02796,219.7289148,99.7500062647654,1.9685330825006,50.6722529336688
06,42.4459780000001,478.824188400002,112.807905710171,1.97599654789436,57.0891208440522
07,31.5295559999999,312.471514299999,99.1043179612171,1.94827703885206,50.8676722996286
08,18.1423079999999,190.101331899999,104.78343323242,2.24175556935755,46.7416852509256
09,23.3671700000001,251.497909600001,107.628741349509,2.40078464786279,44.8306521142249
10,20.553798,227.941734599999,110.900055843694,2.25182148817459,49.2490441298672
11,6.335799,60.8033447000001,95.967919279005,2.09881784444235,45.7247490691615
12,29.2610199999999,338.963715599999,115.8413874841,2.14117252235226,54.1018466633592
